datetime	caudal
2017-02-07	1.16
2017-02-08	1.06
2017-02-09	0.96
2017-02-10	0.98
2017-02-11	1.67
2017-02-12	1.13
2017-02-13	0.95
2017-02-14	0.89
2017-02-15	0.89
2017-02-16	0.90
2017-02-17	0.91
2017-02-18	0.91
2017-02-19	0.87
2017-02-20	0.83
2017-02-21	0.87
2017-02-22	1.24
2017-02-23	1.24
2017-02-24	1.43
2017-02-25	1.61
2017-02-27	1.83
2017-02-28	1.42
2017-03-01	1.21
2017-03-02	1.34
2017-03-03	1.25
2017-03-04	1.13
2017-03-05	1.09
2017-03-06	1.02
2017-03-07	0.98
2017-03-08	1.00
2017-03-09	0.98
2017-03-10	1.09
2017-03-11	1.13
2017-03-12	1.06
2017-03-13	0.99
2017-03-14	1.39
2017-03-16	1.77
2017-03-17	1.31
2017-03-18	1.38
2017-03-19	1.41
2017-03-20	1.46
2017-03-21	1.37
2017-03-22	1.24
2017-03-23	1.16
2017-03-24	1.12
2017-03-25	1.16
2017-03-26	1.35
2017-03-27	1.56
2017-03-28	1.29
2017-03-29	1.86
2017-03-30	1.63
2017-03-31	1.86
2017-04-01	1.78
2017-04-02	1.39
2017-04-03	1.21
2017-04-04	1.13
2017-04-05	1.08
2017-04-06	1.11
2017-04-07	1.30
2017-04-08	1.16
2017-04-09	1.09
2017-04-10	1.25
2017-04-11	1.24
2017-04-12	1.17
2017-04-16	1.77
2017-04-17	1.56
2017-04-18	1.26
2017-04-19	1.28
2017-04-22	1.61
2017-04-23	1.33
2017-04-24	1.24
2017-04-25	1.21
2017-04-26	1.35
2017-04-27	1.43
2017-04-28	1.20
2017-04-29	1.31
2017-05-01	1.61
2017-05-02	1.47
2017-05-03	1.25
2017-05-04	1.70
2017-05-05	1.44
2017-05-06	1.28
2017-05-07	1.50
2017-05-08	1.20
2017-05-09	1.20
2017-05-10	1.25
2017-05-11	1.22
2017-05-12	1.19
2017-05-13	1.22
2017-05-15	1.83
2017-05-16	1.65
2017-05-17	1.46
2017-05-18	1.31
2017-05-19	1.19
2017-05-20	1.15
2017-05-21	1.19
2017-05-22	1.24
2017-05-23	1.17
2017-05-24	1.11
2017-05-25	1.52
2017-05-27	1.56
2017-05-28	1.28
2017-05-29	1.24
2017-05-30	1.09
2017-05-31	1.22
2017-06-01	1.33
2017-06-02	1.11
2017-06-03	1.22
2017-06-06	1.67
2017-06-07	1.22
2017-06-08	1.11
2017-06-09	1.13
2017-06-10	1.08
2017-06-11	1.17
2017-06-12	1.06
2017-06-13	1.82
2017-06-16	1.65
2017-06-17	1.29
2017-06-18	1.16
2017-06-19	1.09
2017-06-20	1.55
2017-06-22	1.59
2017-06-23	1.26
2017-06-24	1.15
2017-06-25	1.09
2017-06-26	1.11
2017-06-27	1.07
2017-06-28	1.13
2017-06-29	1.35
2017-06-30	1.24
2017-07-01	1.20
2017-07-02	1.41
2017-07-04	1.52
2017-07-05	1.38
2017-07-06	1.65
2017-07-09	1.91
2017-07-10	1.46
2017-07-11	1.24
2017-07-12	1.15
2017-07-13	1.09
2017-07-14	1.06
2017-07-15	1.02
2017-07-16	1.00
2017-07-17	1.41
2017-07-20	1.60
2017-07-21	1.22
2017-07-22	1.12
2017-07-23	1.20
2017-07-24	1.08
2017-07-27	1.81
2017-07-28	1.04
2017-07-29	1.15
2017-07-30	0.83
2017-07-31	1.43
2017-08-01	1.34
2017-08-02	1.29
2017-08-03	1.29
2017-08-04	1.38
2017-08-05	1.39
2017-08-06	1.35
2017-08-07	1.40
2017-08-08	1.89
2017-08-09	1.46
2017-08-10	1.30
2017-08-11	1.25
2017-08-12	1.20
2017-08-13	1.18
2017-08-14	1.20
2017-08-15	1.18
2017-08-16	1.15
2017-08-17	1.15
2017-08-18	1.13
2017-08-19	1.15
2017-08-20	1.13
2017-08-21	1.23
2017-08-22	1.45
2017-08-23	1.34
2017-08-24	1.17
2017-08-25	1.15
2017-08-26	1.24
2017-08-27	1.15
2017-08-28	1.27
2017-08-29	1.34
2017-08-30	1.37
2017-08-31	1.24
2017-09-01	1.17
2017-09-02	1.25
2017-09-03	1.19
2017-09-04	1.19
2017-09-05	1.13
2017-09-06	1.25
2017-09-07	1.41
2017-09-08	1.13
2017-09-09	1.07
2017-09-10	1.05
2017-09-11	1.08
2017-09-12	1.05
2017-09-13	1.25
2017-09-14	1.28
2017-09-15	1.31
2017-09-16	1.37
2017-09-17	1.95
2017-09-18	1.95
2017-09-19	1.36
2017-09-20	1.15
2017-09-21	1.08
2017-09-22	1.05
2017-09-23	1.04
2017-09-24	1.16
2017-09-25	1.37
2017-09-26	1.41
2017-09-27	1.15
2017-09-28	1.10
2017-09-29	1.15
2017-09-30	1.36
2017-10-01	1.31
2017-10-02	1.11
2017-10-03	1.04
2017-10-04	1.03
2017-10-05	1.30
2017-10-06	1.16
2017-10-07	1.13
2017-10-08	1.06
2017-10-09	1.03
2017-10-10	1.01
2017-10-11	1.02
2017-10-12	1.19
2017-10-13	1.07
2017-10-14	1.09
2017-10-15	1.15
2017-10-18	1.49
2017-10-19	1.24
2017-10-20	1.16
2017-10-21	1.56
2017-10-22	1.47
2017-10-23	1.55
2017-10-24	1.35
2017-10-25	1.18
2017-10-26	1.13
2017-10-27	1.10
2017-10-28	1.09
2017-10-29	1.14
2017-10-30	1.05
2017-10-31	1.02
2017-11-01	1.02
2017-11-02	1.05
2017-11-03	1.05
2017-11-04	1.03
2017-11-05	0.99
2017-11-06	0.97
2017-11-07	0.98
2017-11-08	0.97
2017-11-09	1.01
2017-11-10	0.94
2017-11-11	0.94
2017-11-12	0.99
2017-11-13	1.00
2017-11-14	1.07
2017-11-15	1.10
2017-11-16	1.04
2017-11-17	0.96
2017-11-18	0.94
2017-11-19	0.91
2017-11-20	0.97
2017-11-21	1.03
2017-11-22	0.97
2017-11-23	1.26
2017-11-24	1.24
2017-11-25	1.02
2017-11-26	1.07
2017-11-27	1.02
2017-11-28	1.14
2017-11-29	1.27
2017-11-30	1.17
2017-12-01	1.04
2017-12-02	1.07
2017-12-03	1.44
2017-12-04	1.10
2017-12-05	1.15
2017-12-06	1.15
2017-12-07	1.08
2017-12-08	1.00
2017-12-09	0.96
2017-12-10	0.96
2017-12-11	0.96
2017-12-12	0.96
2017-12-13	0.94
2017-12-14	0.92
2017-12-15	0.90
2017-12-16	0.89
2017-12-17	0.89
2017-12-18	0.88
2017-12-19	0.88
2017-12-20	0.89
2017-12-21	0.94
2017-12-22	1.00
2017-12-23	1.12
2017-12-24	1.01
2017-12-25	1.00
2017-12-26	1.13
2017-12-27	1.30
2017-12-28	1.15
2017-12-29	1.07
2017-12-30	1.16
2017-12-31	1.29
2018-01-01	1.32
2018-01-02	1.13
2018-01-03	1.02
2018-01-04	0.96
2018-01-05	0.94
2018-01-06	0.98
2018-01-07	0.99
2018-01-08	0.93
2018-01-09	0.90
2018-01-10	0.89
2018-01-11	1.01
2018-01-12	1.02
2018-01-13	1.03
2018-01-14	1.03
2018-01-15	1.34
2018-01-16	1.52
2018-01-17	1.19
2018-01-18	1.16
2018-01-19	1.34
2018-01-20	2.16
2018-01-21	2.20
2018-01-22	1.65
2018-01-23	1.36
2018-01-24	1.24
2018-01-25	1.43
2018-01-26	1.33
2018-01-27	1.37
2018-01-28	1.27
2018-01-29	1.13
2018-01-30	1.07
2018-01-31	1.04
2018-02-01	1.02
2018-02-02	1.01
2018-02-03	1.00
2018-02-04	0.98
2018-02-05	0.97
2018-02-06	0.99
2018-02-07	1.03
2018-02-08	0.98
2018-02-09	0.97
2018-02-10	0.96
2018-02-11	0.94
2018-02-12	0.94
2018-02-13	0.93
2018-02-14	0.94
2018-02-15	1.01
2018-02-16	0.98
2018-02-17	0.97
2018-02-18	1.10
2018-02-19	1.01
2018-02-20	1.39
2018-02-21	1.34
2018-02-22	1.17
2018-02-23	1.14
2018-02-24	1.06
2018-02-25	0.98
2018-02-26	0.95
2018-02-27	0.96
2018-02-28	1.02
2018-03-01	1.03
2018-03-02	1.05
2018-03-03	1.12
2018-03-04	1.18
2018-03-05	1.03
2018-03-06	1.04
2018-03-07	1.42
2018-03-08	1.47
2018-03-09	1.47
2018-03-10	1.23
2018-03-11	1.18
2018-03-12	1.17
2018-03-13	1.05
2018-03-14	0.99
2018-03-15	0.96
2018-03-16	0.94
2018-03-17	0.94
2018-03-18	0.96
2018-03-19	0.95
2018-03-20	1.00
2018-03-21	1.07
2018-03-22	1.12
2018-03-23	1.04
2018-03-24	1.09
2018-03-25	1.11
2018-03-26	1.01
2018-03-27	1.05
2018-03-28	1.00
2018-03-29	1.13
2018-03-30	1.25
2018-03-31	1.15
2018-04-01	1.40
2018-04-02	1.33
2018-04-03	1.45
2018-04-04	1.25
2018-04-05	1.29
2018-04-06	1.27
2018-04-07	1.16
2018-04-08	1.19
2018-04-09	1.48
2018-04-10	1.22
2018-04-11	1.19
2018-04-12	1.06
2018-04-13	1.01
2018-04-14	0.99
2018-04-15	1.19
2018-04-17	1.49
2018-04-18	1.28
2018-04-19	1.49
2018-04-20	1.65
2018-04-21	1.41
2018-04-22	1.46
2018-04-23	1.44
2018-04-24	1.33
2018-04-25	1.45
2018-04-26	1.68
2018-04-27	1.53
2018-04-28	1.62
2018-04-29	1.52
2018-04-30	1.54
2018-05-01	1.28
2018-05-02	1.37
2018-05-03	1.47
2018-05-04	1.34
2018-05-05	1.27
2018-05-06	1.47
2018-05-07	1.45
2018-05-08	1.49
2018-05-09	1.34
2018-05-10	1.72
2018-05-11	1.37
2018-05-12	1.24
2018-05-13	1.38
2018-05-14	1.34
2018-05-15	1.50
2018-05-16	1.55
2018-05-17	1.48
2018-05-18	1.27
2018-05-19	1.28
2018-05-20	1.59
2018-05-21	2.08
2018-05-22	1.55
2018-05-23	1.76
2018-05-27	2.27
2018-05-28	1.71
2018-05-29	2.14
2018-05-30	1.67
2018-05-31	1.53
2018-06-01	1.42
2018-06-02	1.51
2018-06-03	1.52
2018-06-04	1.69
2018-06-05	1.76
2018-06-06	1.44
2018-06-07	1.31
2018-06-08	1.27
2018-06-09	1.33
2018-06-10	1.43
2018-06-11	1.58
2018-06-12	1.46
2018-06-13	1.36
2018-06-14	1.33
2018-06-15	1.45
2018-06-18	1.80
2018-06-19	1.54
2018-06-20	1.36
2018-06-21	1.29
2018-06-22	1.24
2018-06-23	1.29
2018-06-24	1.45
2018-06-25	1.70
2018-06-26	2.06
2018-06-27	1.54
2018-06-28	1.30
2018-06-29	1.31
2018-06-30	1.49
2018-07-01	1.35
2018-07-02	1.21
2018-07-03	1.16
2018-07-04	1.23
2018-07-05	1.29
2018-07-06	1.29
2018-07-07	1.16
2018-07-08	1.16
2018-07-09	1.59
2018-07-10	1.53
2018-07-11	1.77
2018-07-12	1.59
2018-07-13	1.43
2018-07-14	1.76
2018-07-15	2.25
2018-07-16	1.51
2018-07-17	1.83
2018-07-18	2.30
2018-07-19	1.91
2018-07-20	1.75
2018-07-21	1.75
2018-07-22	2.12
2018-07-23	2.34
2018-07-24	1.71
2018-07-25	1.52
2018-07-26	1.89
2018-07-27	1.68
2018-07-28	1.41
2018-07-29	1.32
2018-07-30	1.50
2018-07-31	1.41
2018-08-01	1.31
2018-08-02	1.50
2018-08-03	1.27
2018-08-04	1.21
2018-08-05	1.19
2018-08-06	1.28
2018-08-07	1.27
2018-08-08	1.77
2018-08-09	1.99
2018-08-11	1.91
2018-08-12	1.53
2018-08-13	1.42
2018-08-14	1.34
2018-08-15	1.35
2018-08-16	2.20
2018-08-18	1.76
2018-08-19	1.50
2018-08-20	1.40
2018-08-21	1.66
2018-08-22	1.83
2018-08-23	1.85
2018-08-24	1.45
2018-08-25	1.43
2018-08-26	1.82
2018-08-27	2.05
2018-08-28	1.71
2018-08-29	1.40
2018-08-30	1.33
2018-08-31	1.29
2018-09-01	1.28
2018-09-02	1.63
2018-09-03	1.63
2018-09-06	1.56
2018-09-07	1.39
2018-09-08	1.33
2018-09-09	1.29
2018-09-10	1.26
2018-09-11	1.23
2018-09-12	1.20
2018-09-13	1.18
2018-09-14	1.16
2018-09-15	1.15
2018-09-16	1.15
2018-09-17	1.13
2018-09-18	1.13
2018-09-19	1.10
2018-09-20	1.12
2018-09-21	1.11
2018-09-22	1.39
2018-09-23	1.30
2018-09-24	1.15
2018-09-25	1.12
2018-09-26	1.08
2018-09-27	1.07
2018-09-28	1.05
2018-09-29	1.04
2018-09-30	1.03
2018-10-01	1.02
2018-10-02	1.05
2018-10-03	1.15
2018-10-04	1.07
2018-10-05	1.14
2018-10-06	1.40
2018-10-07	1.32
2018-10-08	1.15
2018-10-09	1.40
2018-10-10	1.31
2018-10-11	1.14
2018-10-12	1.07
2018-10-13	1.03
2018-10-14	1.02
2018-10-15	1.03
2018-10-16	1.14
2018-10-17	1.15
2018-10-18	1.07
2018-10-19	1.04
2018-10-20	1.00
2018-10-21	1.00
2018-10-22	0.98
2018-10-23	0.97
2018-10-24	0.96
2018-10-25	0.95
2018-10-26	0.96
2018-10-27	1.09
2018-10-28	1.15
2018-10-29	1.01
2018-10-30	1.01
2018-10-31	1.07
2018-11-01	1.13
2018-11-02	1.16
2018-11-03	1.02
2018-11-04	0.99
2018-11-05	1.07
2018-11-06	1.08
2018-11-07	1.02
2018-11-08	0.97
2018-11-09	0.99
2018-11-10	0.99
2018-11-11	1.15
2018-11-12	1.08
2018-11-13	1.07
2018-11-14	1.22
2018-11-15	1.32
2018-11-16	1.71
2018-11-17	1.27
2018-11-18	1.14
2018-11-19	1.97
2018-11-20	1.63
2018-11-21	1.55
2018-11-22	1.35
2018-11-23	1.21
2018-11-24	1.16
2018-11-25	1.14
2018-11-26	1.14
2018-11-27	1.39
2018-11-28	1.20
2018-11-29	1.14
2018-11-30	1.11
2018-12-01	1.05
2018-12-02	1.02
2018-12-03	1.03
2018-12-04	1.22
2018-12-05	1.15
2018-12-06	1.09
2018-12-07	1.05
2018-12-08	1.13
2018-12-09	1.16
2018-12-10	1.27
2018-12-11	1.63
2018-12-12	1.56
2018-12-13	1.41
2018-12-14	1.27
2018-12-15	1.20
2018-12-16	1.16
2018-12-17	1.16
2018-12-18	1.22
2018-12-19	1.40
2018-12-20	1.55
2018-12-21	1.30
2018-12-22	1.19
2018-12-23	1.15
2018-12-24	1.13
2018-12-25	1.35
2018-12-26	1.51
2018-12-27	1.54
2018-12-28	1.49
2018-12-29	1.32
2018-12-30	1.20
2018-12-31	1.15
2019-01-01	1.09
2019-01-02	1.06
2019-01-03	1.15
2019-01-04	1.43
2019-01-05	1.31
2019-01-06	1.15
2019-01-07	1.11
2019-01-08	1.35
2019-01-09	1.32
2019-01-10	1.13
2019-01-11	1.18
2019-01-12	1.22
2019-01-13	1.10
2019-01-14	1.06
2019-01-15	1.06
2019-01-16	1.22
2019-01-17	1.52
2019-01-18	1.44
2019-01-19	1.82
2019-01-20	2.08
2019-01-21	1.72
2019-01-22	1.55
2019-01-23	1.53
2019-01-24	1.50
2019-01-25	1.50
2019-01-26	1.41
2019-01-27	1.32
2019-01-28	1.21
2019-01-29	1.19
2019-01-30	1.44
2019-01-31	1.28
2019-02-01	1.27
2019-02-02	1.25
2019-02-03	1.51
2019-02-04	1.76
2019-02-05	2.15
2019-02-07	1.89
2019-02-08	1.61
2019-02-09	1.43
2019-02-10	1.35
2019-02-11	1.37
2019-02-12	1.49
2019-02-13	1.68
2019-02-14	1.55
2019-02-15	1.32
2019-02-16	1.21
2019-02-17	1.17
2019-02-18	1.14
2019-02-19	1.20
2019-02-20	1.17
2019-02-21	1.16
2019-02-22	1.21
2019-02-23	1.32
2019-02-24	1.30
2019-02-25	1.43
2019-02-26	1.35
2019-02-27	1.19
2019-02-28	1.14
2019-03-01	1.10
2019-03-02	1.10
2019-03-03	1.08
2019-03-04	1.12
2019-03-05	1.09
2019-03-06	1.07
2019-03-07	1.12
2019-03-08	1.13
2019-03-09	1.12
2019-03-10	1.59
2019-03-11	1.54
2019-03-12	1.21
2019-03-13	1.14
2019-03-14	1.34
2019-03-15	1.25
2019-03-16	1.15
2019-03-17	1.13
2019-03-18	1.14
2019-03-19	1.15
2019-03-20	1.22
2019-03-21	1.21
2019-03-22	1.39
2019-03-23	1.49
2019-03-24	1.19
2019-03-25	1.15
2019-03-26	1.11
2019-03-27	1.07
2019-03-28	1.08
2019-03-29	1.42
2019-03-30	2.01
2019-03-31	1.81
2019-04-01	1.44
2019-04-02	1.36
2019-04-03	2.00
2019-04-04	1.73
2019-04-05	1.54
2019-04-06	1.32
2019-04-07	1.58
2019-04-08	1.50
2019-04-09	1.35
2019-04-10	1.21
2019-04-11	1.15
2019-04-12	1.13
2019-04-13	1.33
2019-04-14	1.35
2019-04-15	1.15
2019-04-16	1.15
2019-04-17	1.13
2019-04-18	1.46
2019-04-19	1.48
2019-04-20	1.39
2019-04-21	1.38
2019-04-22	1.48
2019-04-23	1.39
2019-04-24	1.62
2019-04-25	1.38
2019-04-26	1.42
2019-04-27	1.34
2019-04-28	1.42
2019-04-29	1.33
2019-04-30	1.43
2019-05-01	1.35
2019-05-02	1.23
2019-05-03	1.28
2019-05-04	1.28
2019-05-05	1.46
2019-05-07	2.15
2019-05-08	1.65
2019-05-09	1.39
2019-05-10	1.30
2019-05-11	1.22
2019-05-12	1.64
2019-05-13	1.54
2019-05-14	1.97
2019-05-16	1.95
2019-05-17	1.47
2019-05-18	1.33
2019-05-19	1.27
2019-05-20	1.35
2019-05-21	1.28
2019-05-22	1.23
2019-05-23	1.18
2019-05-24	1.29
2019-05-25	1.36
2019-05-26	1.60
2019-05-27	1.34
2019-05-28	1.20
2019-05-29	1.79
2019-05-30	1.46
2019-05-31	1.33
2019-06-01	1.25
2019-06-02	1.26
2019-06-03	1.35
2019-06-04	1.72
2019-06-06	1.87
2019-06-07	1.44
2019-06-08	1.33
2019-06-09	1.59
2019-06-10	1.98
2019-06-11	1.85
2019-06-12	1.71
2019-06-13	1.55
2019-06-14	1.70
2019-06-15	1.54
2019-06-16	1.59
2019-06-17	1.72
2019-06-19	1.61
2019-06-22	1.82
2019-06-23	2.17
2019-06-24	1.87
2019-06-25	1.58
2019-06-26	1.44
2019-06-27	1.37
2019-06-28	1.53
2019-06-29	1.55
2022-03-17	1.58
2022-03-18	1.39
2022-03-19	1.27
2022-03-20	1.31
2022-03-21	1.25
2022-03-22	1.40
2022-03-23	1.25
2022-03-24	1.17
2022-03-25	1.30
2022-03-26	1.24
2022-03-27	1.42
2022-03-28	1.22
2022-03-29	1.26
2022-03-30	1.28
2022-03-31	1.18
2022-04-01	1.18
2022-04-02	1.20
2022-04-03	1.25
2022-04-04	1.15
2022-04-05	1.11
2022-04-06	1.18
2022-04-07	1.38
2022-04-08	1.37
2022-04-09	2.45
2022-04-10	1.70
2022-04-11	1.35
2022-04-12	1.23
2022-04-13	1.20
2022-04-14	1.49
2022-04-15	1.68
2022-04-16	1.53
2022-04-17	1.35
2022-04-18	1.63
2022-04-19	2.01
2022-04-20	1.65
2022-04-21	2.17
2022-04-22	1.71
2022-04-23	1.54
2022-04-24	1.71
2022-04-25	1.45
2022-04-26	1.33
2022-04-27	1.27
2022-04-28	1.37
2022-04-29	1.91
2022-04-30	2.22
2022-05-01	1.81
2022-05-02	1.41
2022-05-03	1.33
2022-05-04	1.37
2022-05-05	1.61
2022-05-06	1.62
2022-05-07	1.44
2022-05-08	1.66
2022-05-09	1.44
2022-05-10	1.55
2022-05-11	1.59
2022-05-12	1.50
2022-05-13	1.66
2022-05-14	1.80
2022-05-15	1.78
2022-05-16	1.79
2022-05-17	1.88
2022-05-18	2.07
2022-05-19	1.65
2022-05-20	1.49
2022-05-21	1.36
2022-05-22	1.30
2022-05-23	1.27
2022-05-24	1.27
2022-05-25	1.47
2022-05-26	1.61
2022-05-27	1.62
2022-05-28	1.53
2022-05-29	1.41
2022-05-30	1.28
2022-05-31	1.22
2022-06-01	1.19
2022-06-02	1.22
2022-06-03	1.28
2022-06-04	1.57
2022-06-05	1.30
2022-06-06	1.21
2022-06-07	1.18
2022-06-08	1.42
2022-06-09	1.36
2022-06-10	1.42
2022-06-11	1.42
2022-06-12	1.60
2022-06-13	1.40
2022-06-14	1.23
2022-06-15	1.18
2022-06-16	1.15
2022-06-17	1.13
2022-06-18	1.12
2022-06-19	1.17
2022-06-20	1.26
2022-06-21	1.23
2022-06-22	1.51
2022-06-23	1.92
2022-06-24	2.38
2022-06-26	2.25
2022-06-27	1.63
2022-06-28	1.43
2022-06-29	1.33
2022-06-30	1.52
2022-07-01	1.43
2022-07-02	1.35
2022-07-05	2.53
2022-07-06	2.53
2022-07-07	2.07
2022-07-08	1.66
2022-07-09	2.58
2022-07-10	1.82
2022-07-11	1.57
2022-07-12	1.49
2022-07-13	1.64
2022-07-14	1.50
2022-07-15	1.37
2022-07-16	1.32
2022-07-17	1.30
2022-07-18	1.53
2022-07-19	1.55
2022-07-20	1.59
2022-07-21	1.51
2022-07-22	1.43
2022-07-23	1.37
2022-07-24	1.31
2022-07-25	1.33
2022-07-26	1.56
2022-07-27	1.64
2022-07-28	1.46
2022-07-29	1.30
2022-07-30	1.24
2022-07-31	1.21
2022-08-01	1.20
2022-08-02	1.31
2022-08-03	1.41
2022-08-04	1.75
2022-08-05	1.69
2022-08-06	1.58
2022-08-07	1.43
2022-08-08	1.28
2022-08-09	1.41
2022-08-10	1.98
2022-08-12	1.73
2022-08-13	1.40
2022-08-14	1.31
2022-08-15	1.27
2022-08-16	1.24
2022-08-17	1.21
2022-08-18	1.18
2022-08-19	1.17
2022-08-20	1.75
2022-08-21	2.10
2022-08-22	1.47
2022-08-23	1.29
2022-08-24	1.22
2022-08-25	1.19
2022-08-26	1.17
2022-08-27	1.15
2022-08-28	1.14
2022-08-29	1.58
2022-08-31	1.90
2022-09-01	1.41
2022-09-02	1.29
2022-09-03	1.45
2022-09-04	1.62
2022-09-05	1.59
2022-09-06	1.40
2022-09-07	1.27
2022-09-08	1.22
2022-09-09	1.18
2022-09-10	1.25
2022-09-11	1.39
2022-09-12	1.22
2022-09-13	1.16
2022-09-14	1.13
2022-09-15	1.12
2022-09-16	1.43
2022-09-17	1.35
2022-09-18	1.21
2022-09-19	1.14
2022-09-20	1.11
2022-09-21	1.10
2022-09-22	1.09
2022-09-23	1.09
2022-09-24	1.16
2022-09-25	1.14
2022-09-26	1.09
2022-09-27	1.08
2022-09-28	1.05
2022-09-29	1.06
2022-09-30	1.05
2022-10-01	1.13
2022-10-02	1.16
2022-10-03	1.12
2022-10-04	1.07
2022-10-05	1.05
2022-10-06	1.07
2022-10-07	1.08
2022-10-08	1.12
2022-10-09	1.27
2022-10-10	1.13
2022-10-11	1.08
2022-10-12	1.07
2022-10-13	1.03
2022-10-14	1.02
2022-10-15	1.28
2022-10-16	1.35
2022-10-17	1.16
2022-10-18	1.11
2022-10-19	1.37
2022-10-20	1.40
2022-10-21	1.40
2022-10-22	1.44
2022-10-23	1.32
2022-10-24	1.21
2022-10-25	1.21
2022-10-26	1.20
2022-10-27	1.23
2022-10-28	1.12
2022-10-29	1.08
2022-10-30	1.05
2022-10-31	1.03
2022-11-01	1.02
2022-11-02	1.22
2022-11-03	1.28
2022-11-04	1.18
2022-11-05	1.12
2022-11-06	1.05
2022-11-07	1.02
2022-11-08	1.01
2022-11-09	1.06
2022-11-10	1.06
2022-11-11	1.13
2022-11-12	1.08
2022-11-13	1.05
2022-11-14	1.00
2022-11-15	1.38
2022-11-16	2.01
2022-11-17	1.75
2022-11-18	1.27
2022-11-19	1.17
2022-11-20	1.13
2022-11-21	1.11
2022-11-22	1.23
2022-11-23	1.16
2022-11-24	1.12
2022-11-25	1.16
2022-11-26	1.33
2022-11-27	1.24
2022-11-28	1.12
2022-11-29	1.07
2022-11-30	1.10
2022-12-01	1.11
2022-12-02	1.03
2022-12-03	1.02
2022-12-04	1.00
2022-12-05	0.98
2022-12-06	0.97
2022-12-07	0.97
2022-12-08	0.97
2022-12-09	0.97
2022-12-10	0.99
2022-12-11	1.56
2022-12-12	1.29
2022-12-13	1.10
2022-12-14	1.19
2022-12-15	1.23
2022-12-16	1.25
2022-12-17	1.15
2022-12-18	1.08
2022-12-19	1.04
2022-12-20	1.00
2022-12-21	0.99
2022-12-22	1.02
2022-12-23	1.13
2022-12-24	1.13
2022-12-25	1.02
2022-12-26	1.04
2022-12-27	1.02
2022-12-28	0.97
2022-12-29	0.95
2022-12-30	0.95
2022-12-31	0.97
2023-01-01	0.98
2023-01-02	1.03
2023-01-03	1.00
2023-01-04	1.00
2023-01-05	0.97
2023-01-06	0.96
2023-01-07	0.94
2023-01-08	0.99
2023-01-09	1.09
2023-01-10	1.01
2023-01-11	1.24
2023-01-12	1.32
2023-01-13	1.08
2023-01-14	1.03
2023-01-15	1.14
2023-01-16	1.20
2023-01-17	1.07
2023-01-18	1.03
2023-01-19	1.02
2023-01-20	1.17
2023-01-21	1.25
2023-01-22	1.14
2023-01-23	1.05
2023-01-24	1.22
2023-01-25	1.44
2023-01-26	1.13
2023-01-27	1.04
2023-01-28	0.99
2023-01-29	0.96
2023-01-30	0.94
2023-01-31	0.93
2023-02-01	0.95
2023-02-02	0.95
2023-02-03	0.92
2023-02-04	0.91
2023-02-05	1.04
2023-02-06	1.31
2023-02-07	1.33
2023-02-08	1.29
2023-02-09	1.30
2023-02-10	1.16
2023-02-11	1.21
2023-02-12	1.27
2023-02-13	1.29
2023-02-14	1.28
2023-02-15	1.33
2023-02-16	1.28
2023-02-17	1.12
2023-02-18	1.09
2023-02-19	1.06
2023-02-20	1.01
2023-02-21	1.01
2023-02-22	1.17
2023-02-23	1.15
2023-02-24	1.10
2023-02-25	1.01
2023-02-26	0.98
2023-02-27	0.96
2023-02-28	1.30
2023-03-01	1.44
2023-03-02	1.42
2023-03-03	1.39
2023-03-04	1.59
2023-03-05	1.70
2023-03-06	1.41
2023-03-07	1.35
2023-03-08	1.46
2023-03-09	1.34
2023-03-10	1.40
2023-03-11	1.34
2023-03-12	1.20
2023-03-13	1.13
2023-03-14	1.40
2023-03-15	1.47
2023-03-16	1.25
2023-03-17	1.13
2023-03-18	1.08
2023-03-19	1.05
2023-03-20	1.03
2023-03-21	1.02
2023-03-22	1.00
2023-03-23	0.99
2023-03-24	1.07
2023-03-25	1.23
2023-03-26	1.15
2023-03-27	1.14
2023-03-28	1.48
2023-03-29	1.40
2023-03-30	1.17
2023-03-31	1.28
2023-04-01	1.32
2023-04-02	1.58
2023-04-03	1.45
2023-04-04	1.28
2023-04-05	1.24
2023-04-06	1.17
2023-04-07	1.25
2023-04-08	1.34
2023-04-09	1.48
2023-04-10	1.40
2023-04-11	1.61
2023-04-12	1.55
2023-04-13	1.43
2023-04-14	1.30
2023-04-15	1.21
2023-04-16	1.29
2023-04-17	1.38
2023-04-18	1.23
2023-04-19	1.17
2023-04-20	1.17
2023-04-21	1.22
2023-04-22	1.29
2023-04-23	1.29
2023-04-24	1.22
2023-04-25	1.38
2023-04-26	1.31
2023-04-27	1.46
2023-04-28	1.75
2023-04-29	1.86
2023-04-30	1.52
2023-05-01	1.35
2023-05-02	1.39
2023-05-03	1.50
2023-05-04	1.49
2023-05-05	1.54
2023-05-06	1.34
2023-05-07	1.29
2023-05-08	1.20
2023-05-09	1.44
2023-05-10	1.83
2023-05-11	1.42
2023-05-12	1.36
2023-05-13	1.55
2023-05-14	1.99
2023-05-15	1.48
2023-05-16	1.31
2023-05-17	1.22
2023-05-18	1.18
2023-05-19	1.22
2023-05-20	1.40
2023-05-21	1.39
2023-05-22	1.20
2023-05-23	1.59
2023-05-24	1.45
2023-05-25	1.28
2023-05-26	1.34
2023-05-27	1.36
2023-05-28	1.38
2023-05-29	1.29
2023-05-30	1.19
2023-05-31	1.48
2023-06-01	1.63
2023-06-02	1.66
2023-06-03	1.42
2023-06-04	1.28
